id,valor,peso,volumen,categoria
812,97.36,40.61,5.92,medical
813,12.45,34.47,8.87,food
814,84.24,13.64,36.52,tools
815,13.27,28.26,22.53,electronics
816,54.37,45.94,1.48,clothing
817,60.82,39.3,5.39,food
818,19.08,29.81,30.58,tools
819,92.87,28.57,4.94,electronics
820,87.41,44.13,35.24,electronics
821,41.39,24.79,24.75,tools
822,21.36,20.75,25.11,medical
823,8.68,44.59,13.93,food
824,9.68,24.29,11.47,electronics
825,6.92,41.05,12.82,electronics
826,85.07,43.05,27.71,food
827,17.77,48.74,18.28,electronics
828,30.59,21.42,26.18,food
829,46.96,45.76,16.88,medical
830,77.15,43.49,33.02,clothing
831,80.19,4.22,28.67,medical
832,17.89,42.71,35.29,tools
833,21.51,43.88,8.83,tools
834,28.7,23.37,36.8,food
835,31.03,41.35,20.7,tools
836,69.71,12.85,20.06,medical
837,21.87,43.65,23.89,electronics
838,37.7,42.05,11.09,tools
839,32.08,19.94,7.35,clothing
840,79.08,11.5,9.63,food
841,69.38,14.19,16.97,tools
842,87.14,48.39,27.61,medical
843,91.59,32.72,24.44,tools
844,26.26,30.81,37.78,electronics
845,45.26,19.45,14.6,electronics
846,25.73,15.81,21.3,clothing
847,42.73,6.01,20.95,electronics
848,58.34,30.09,12.02,tools
849,50.77,17.48,11.78,electronics
850,86.84,13.8,28.73,electronics
851,22.89,26.35,10.37,tools
852,81.52,40.32,24.4,electronics
853,69.67,36.34,26.56,electronics
854,29.65,21.51,16.14,tools
855,60.39,49.74,32.82,electronics
856,74.02,11.9,21.85,medical
857,91.12,33.92,20.79,food
858,84.86,43.95,8.06,tools
859,49.72,37.31,29.28,clothing
860,77.48,9.97,27.51,electronics
861,67.17,11.89,9.71,electronics
862,44.94,44.46,15.5,clothing
863,32.93,42.71,19.35,clothing
864,60.13,31.41,19.42,food
865,52.55,43.51,15.89,electronics
866,44.25,43.67,6.88,food
867,37.55,49.37,35.82,medical
868,18.61,43.26,8.03,tools
869,51.32,31.92,7.9,tools
870,5.45,14.4,30.69,food
871,59.75,8.76,31.62,tools
872,17.29,22.25,17.75,medical
873,96.71,19.78,2.47,food
874,74.41,47.55,35.79,clothing
875,23.1,34.16,25.44,food
876,26.5,43.97,13.17,tools
877,41.44,29.84,7.51,tools
878,33.33,15.25,29.39,clothing
879,54.79,22.25,27.78,food
880,37.56,45.17,15.01,food
881,20.66,45.44,32.67,tools
882,26.7,36.63,6.12,tools
883,61.02,9.28,15.3,tools
884,40.64,32.38,31.08,clothing
885,9.62,49.74,26.82,tools
886,9.58,6.67,18.33,tools
887,56.99,24.25,6.97,tools
888,33.61,33.42,26.84,electronics
889,64.17,35.34,17.33,tools
890,53.6,31.27,12.03,tools
891,52.29,30.84,31.34,clothing
892,97.45,18.54,16.98,food
893,8.74,25.32,9.1,medical
894,36.41,1.13,27.19,tools
895,84.35,33.78,6.82,tools
896,79.05,4.68,29.22,electronics
897,66.21,23.38,39.11,electronics
898,49.11,5.89,7.81,tools
899,85.96,18.65,27.39,medical
900,75.16,5.65,30.57,tools
901,5.92,7.78,26.24,electronics
902,38.97,22.45,25.25,tools
903,40.4,17.79,5.44,medical
904,96.42,14.32,16.04,medical
905,80.99,32.79,32.08,tools
906,17.59,36.59,39.28,food
907,14.85,45.65,19.82,clothing
908,69.45,9.88,15.81,electronics
909,63.08,43.27,35.32,food
910,50.89,24.92,35.62,medical
911,9.37,13.82,13.26,clothing
912,77.92,29.26,23.04,electronics
913,54.31,34.72,25.11,medical
914,67.86,13.18,14.48,medical
915,19.12,41.5,35.79,clothing
916,10.18,32.53,7.12,medical
917,85.93,43.6,3.92,medical
918,35.46,17.21,11.85,clothing
919,26.16,32.52,16.73,food
920,12.49,22.77,23.35,tools
921,86.38,22.91,5.63,medical
922,75.8,1.87,16.73,tools
923,57.93,1.01,4.54,clothing
924,96.5,32.24,35.71,clothing
925,24.65,33.9,38.06,electronics
926,83.4,41.01,33.93,electronics
927,58.21,31.37,19.45,electronics
928,73.01,6.59,30.61,food
929,5.21,18.4,25.71,electronics
930,57.03,19.32,5.15,food
931,51.78,41.27,29.96,medical
932,15.16,30.93,8.31,medical
933,25.48,41.4,8.43,electronics
934,15.24,21.31,37.14,clothing
935,16.71,44.7,18.84,clothing
936,95.84,7.6,20.45,clothing
937,74.94,28.11,17.88,clothing
938,50.88,25.91,36.93,food
939,70.72,9.51,32.79,tools
940,41.8,30.43,35.43,clothing
941,88.73,21.51,24.75,food
942,30.99,48.22,38.85,medical
943,81.46,7.77,24.5,clothing
944,33.4,35.37,34.57,clothing
945,65.1,10.84,25.34,electronics
946,70.23,46.14,6.17,food
947,52.87,35.02,13.57,tools
948,77.27,28.55,23.73,medical
949,69.05,44.8,21.82,medical
950,81.79,26.61,1.99,food
951,10.04,3.77,11.41,food
952,98.44,34.49,6.71,tools
953,70.61,15.46,30.39,tools
954,39.07,23.18,25.03,clothing
955,87.16,37.38,22.89,food
956,53.54,40.04,28.15,tools
957,93.02,19.99,38.31,electronics
958,96.75,3.64,30.0,food
959,63.95,39.27,34.93,food
960,91.59,35.53,26.26,clothing
961,56.93,30.57,31.27,food
962,32.95,9.69,27.62,food
963,96.44,37.02,5.65,tools
964,45.71,28.27,6.07,clothing
965,85.37,1.28,19.19,food
966,8.79,46.5,24.28,clothing
967,85.1,15.76,31.81,clothing
968,39.02,39.42,13.4,food
969,95.91,26.51,31.66,food
970,44.51,27.31,4.59,food
971,88.92,33.5,13.91,electronics
972,25.75,37.88,21.69,clothing
973,83.25,49.08,1.34,electronics
974,47.34,45.32,24.93,clothing
975,28.16,2.95,35.54,medical
976,92.01,47.3,16.05,clothing
977,73.78,2.21,21.16,electronics
978,53.86,25.93,19.99,electronics
979,90.34,10.43,21.04,tools
980,20.9,47.86,21.98,tools
981,64.56,11.33,25.55,food
982,87.17,21.79,5.05,clothing
983,83.73,44.05,29.91,medical
984,66.42,47.05,30.13,food
985,7.26,36.13,2.48,tools
986,10.16,39.92,22.77,clothing
987,83.05,45.64,16.9,medical
988,64.87,22.22,1.66,tools
989,55.81,32.43,25.12,clothing
990,9.32,42.56,14.95,clothing
991,15.08,39.56,12.75,tools
992,31.74,46.41,15.88,tools
993,50.03,27.14,6.32,medical
994,80.69,42.62,12.5,food
995,33.32,44.46,38.65,electronics
996,95.95,1.55,35.12,food
997,16.71,1.25,24.27,clothing
998,57.01,5.17,9.19,electronics
999,25.12,45.38,34.21,food
1000,20.29,11.82,33.56,food
1001,15.89,33.88,23.12,tools
1002,85.88,46.69,39.78,medical
1003,66.24,4.58,27.2,electronics
1004,14.33,36.55,20.0,electronics
1005,38.93,33.89,10.15,electronics
1006,63.85,45.11,13.39,medical
1007,36.19,33.31,28.04,food
1008,58.73,18.86,13.34,medical
1009,21.02,16.35,31.64,medical
1010,31.28,18.61,27.5,electronics
1011,88.4,23.68,14.99,electronics
1012,51.26,6.33,26.18,tools
1013,84.97,43.08,6.46,clothing
1014,23.66,36.94,25.44,tools
1015,89.75,42.63,25.63,clothing
1016,60.0,38.69,9.3,tools
1017,57.4,27.63,39.95,medical
1018,67.12,8.28,16.31,clothing
1019,74.66,15.26,19.12,clothing
1020,13.6,18.83,1.41,food
1021,85.56,40.52,24.95,food
1022,76.93,7.88,7.21,clothing
1023,95.13,33.31,38.74,medical
1024,94.22,2.98,30.7,food
1025,10.97,19.1,2.67,food
1026,54.2,39.78,16.14,medical
1027,88.75,2.96,26.29,tools
1028,71.85,26.55,33.36,electronics
1029,59.97,28.94,15.69,medical
1030,39.7,33.01,33.58,clothing
1031,28.9,48.66,9.69,medical
1032,38.53,43.52,19.99,medical
1033,89.28,1.32,35.4,medical
1034,20.73,4.78,26.1,food
1035,19.27,8.71,24.48,tools
1036,67.81,21.32,13.88,tools
1037,50.74,24.46,9.22,food
1038,66.49,21.13,10.5,food
1039,59.48,8.9,25.55,tools
1040,89.63,8.2,7.49,food
1041,54.08,20.87,38.8,tools
1042,88.46,36.67,33.03,tools
1043,25.58,30.72,19.39,medical
1044,21.2,41.69,24.43,clothing
1045,82.94,9.91,26.73,electronics
1046,20.93,34.59,36.97,clothing
1047,61.11,12.26,16.03,tools
1048,6.57,26.61,36.46,medical
1049,83.52,30.67,7.92,clothing
1050,61.98,44.01,21.73,tools
1051,13.85,33.31,36.18,clothing
1052,83.61,44.95,31.22,medical
1053,54.59,19.15,2.69,clothing
1054,45.75,46.98,19.8,medical
1055,38.3,40.43,36.41,clothing
1056,14.28,7.56,19.61,food
1057,91.46,5.11,24.33,clothing
1058,43.82,10.26,28.66,tools
1059,59.91,6.77,1.28,food
1060,70.34,16.48,15.13,food
1061,45.48,29.68,11.19,clothing
1062,45.24,18.92,11.75,medical
1063,76.72,21.25,31.57,medical
1064,21.98,28.4,19.87,electronics
1065,59.88,38.94,16.53,food
1066,86.22,33.3,30.16,medical
1067,79.4,47.51,4.91,clothing
1068,43.05,17.58,22.47,tools
1069,20.27,48.26,1.21,tools
1070,83.21,24.11,24.41,tools
1071,11.09,11.87,4.12,tools
1072,73.83,46.6,16.63,clothing
1073,32.21,48.21,3.24,food
1074,65.83,22.51,8.87,clothing
1075,32.17,2.65,24.38,clothing
1076,71.35,31.14,27.29,electronics
1077,27.73,1.01,7.14,electronics
1078,79.07,18.3,16.41,clothing
1079,24.03,1.75,28.44,tools
1080,57.21,36.58,22.81,clothing
1081,38.07,48.2,11.78,clothing
1082,96.49,23.28,16.75,tools
1083,29.81,20.95,5.15,tools
1084,52.8,17.66,5.56,clothing
1085,95.89,43.93,32.71,clothing
1086,28.76,22.7,15.71,medical
1087,78.15,38.12,38.49,medical
1088,69.75,44.93,34.62,medical
1089,16.05,4.31,25.71,food
1090,69.31,12.27,13.31,electronics
1091,54.07,1.48,33.45,food
1092,32.29,20.55,30.2,electronics
1093,12.22,46.64,19.59,electronics
1094,25.76,29.11,8.13,food
1095,52.4,10.78,29.68,electronics
1096,24.64,10.94,10.74,clothing
1097,38.82,39.17,5.68,tools
1098,69.2,33.51,24.94,clothing
1099,96.01,42.55,15.48,electronics
1100,51.77,49.28,35.98,electronics
1101,51.63,49.24,36.72,electronics
1102,42.8,37.76,6.0,clothing
1103,80.93,24.44,22.09,clothing
1104,37.99,43.16,31.26,medical
1105,97.77,35.21,18.94,tools
1106,6.12,11.33,23.66,electronics
1107,39.35,43.23,8.3,electronics
1108,27.53,24.1,24.91,electronics
1109,22.47,21.77,17.34,electronics
1110,39.68,20.63,18.58,clothing
1111,17.46,29.22,9.91,tools
1112,73.48,40.4,22.66,medical
1113,23.63,40.2,29.8,medical
1114,81.54,9.65,20.48,clothing
1115,55.73,16.47,19.98,electronics
1116,58.4,28.82,16.54,food
1117,10.7,40.88,19.59,tools
1118,47.74,17.4,15.08,clothing
1119,57.96,40.69,14.42,medical
1120,16.52,43.5,38.56,food
1121,59.8,32.84,22.0,electronics
1122,38.74,33.99,20.01,medical
1123,89.52,19.67,12.17,food
1124,87.48,32.39,37.21,medical
1125,64.97,29.01,34.11,tools
1126,12.52,17.84,13.23,electronics
1127,72.49,30.66,16.42,medical
1128,79.19,47.0,30.17,clothing
1129,96.72,21.29,8.17,tools
1130,16.88,12.5,10.81,tools
1131,25.0,20.46,4.73,medical
1132,57.1,2.29,16.48,tools
1133,14.87,31.29,4.29,medical
1134,34.39,13.12,12.08,food
1135,17.47,42.09,2.11,electronics
1136,86.74,16.93,19.57,clothing
1137,93.81,27.88,6.27,clothing
1138,21.82,30.28,25.61,clothing
1139,46.32,32.35,21.82,electronics
1140,50.76,12.13,4.49,electronics
1141,39.75,13.73,12.84,tools
1142,54.72,38.16,6.32,electronics
1143,49.57,1.41,36.96,medical
1144,33.46,38.53,32.12,clothing
1145,26.97,1.35,15.57,medical
1146,88.81,22.42,10.75,medical
1147,83.7,11.81,4.09,food
1148,54.08,40.2,24.92,electronics
1149,32.04,37.4,32.54,medical
1150,22.86,4.35,6.33,tools
1151,65.5,31.27,11.61,clothing
1152,51.74,16.71,6.93,clothing
1153,7.1,48.64,12.0,food
1154,72.94,36.63,10.08,food
1155,6.4,11.64,17.39,medical
1156,99.81,23.72,31.87,electronics
1157,12.62,37.78,6.7,electronics
1158,78.69,4.5,19.34,food
1159,90.09,13.25,15.88,tools
1160,16.59,38.64,10.71,medical
1161,28.48,49.73,8.77,tools
1162,54.51,49.12,19.44,electronics
1163,93.94,8.77,29.4,clothing
1164,54.49,13.41,25.9,food
1165,39.24,3.55,27.0,tools
1166,27.42,22.27,1.59,electronics
1167,60.55,20.39,10.48,tools
1168,60.2,34.85,27.85,food
1169,40.28,5.38,7.15,tools
1170,70.16,17.58,38.82,tools
1171,10.68,32.58,28.35,tools
1172,16.95,12.4,39.29,electronics
1173,81.52,22.5,8.53,medical
1174,39.03,7.6,36.05,medical
1175,72.13,28.39,22.17,medical
1176,23.03,10.14,14.56,medical
1177,31.16,41.74,36.66,clothing
1178,20.23,27.03,18.53,electronics
1179,56.45,23.25,31.26,clothing
1180,41.01,10.09,1.73,electronics
1181,78.72,12.7,29.12,clothing
1182,82.81,10.3,27.65,clothing
1183,19.64,14.87,16.98,electronics
1184,15.49,26.64,3.6,food
1185,21.97,2.53,5.18,food
1186,14.38,28.98,33.62,medical
1187,54.95,35.36,10.98,electronics
1188,25.97,36.17,1.51,food
1189,67.3,46.49,33.45,medical
1190,81.1,3.97,22.76,medical
1191,83.09,39.92,3.27,clothing
1192,30.25,2.99,3.75,electronics
1193,12.4,11.58,21.26,tools
1194,73.89,27.05,8.39,clothing
1195,67.4,28.93,37.95,clothing
1196,76.17,21.34,5.12,clothing
1197,39.01,23.48,26.94,tools
1198,20.85,9.84,16.66,electronics
1199,67.47,27.16,24.4,electronics
1200,90.74,27.95,39.88,electronics
1201,44.17,32.03,33.22,electronics
1202,62.8,28.59,9.34,clothing
1203,92.98,13.45,38.5,medical
1204,96.18,1.01,2.35,electronics
1205,61.6,26.36,39.74,electronics
1206,5.62,49.24,9.38,electronics
1207,7.06,41.28,27.9,electronics
1208,92.32,26.05,23.26,clothing
1209,19.7,2.85,14.87,food
1210,30.17,44.59,10.74,electronics
1211,82.05,5.5,16.59,food
1212,74.76,36.46,31.92,food
1213,51.39,45.05,28.41,tools
1214,61.55,15.72,29.5,clothing
1215,41.25,39.23,36.95,electronics
1216,38.05,41.04,17.24,tools
1217,87.63,12.11,26.46,clothing
1218,93.22,32.06,25.66,tools
1219,33.95,3.02,22.06,food
1220,36.05,35.19,6.97,medical
1221,97.25,37.89,23.43,tools
1222,26.1,15.2,16.38,food
1223,36.94,24.32,30.07,clothing
1224,42.92,5.17,20.57,food
1225,77.39,24.57,8.73,medical
1226,66.96,10.61,25.02,clothing
1227,28.39,4.51,31.29,electronics
1228,70.05,29.22,5.39,medical
1229,45.24,18.07,13.51,clothing
1230,67.26,38.71,7.6,electronics
1231,63.54,49.52,18.25,food
1232,46.84,46.29,10.11,electronics
1233,19.82,36.7,4.35,tools
1234,28.09,31.43,6.76,electronics
1235,6.3,35.0,5.34,medical
1236,49.76,17.26,29.86,food
1237,24.36,26.64,11.09,medical
1238,64.19,49.62,28.11,tools
1239,40.78,45.4,21.55,electronics
1240,21.18,14.92,31.78,clothing
1241,30.77,23.78,37.86,tools
1242,41.92,14.29,34.23,electronics
1243,87.11,1.93,34.83,medical
1244,26.96,19.65,39.09,tools
1245,90.87,24.75,24.29,tools
1246,22.71,25.53,18.86,tools
1247,8.78,46.19,12.89,medical
1248,42.37,8.69,14.52,electronics
1249,38.76,15.81,39.84,clothing
1250,31.21,4.04,11.05,medical
1251,89.59,40.93,2.15,clothing
1252,95.17,12.05,14.33,medical
1253,67.41,5.3,15.91,clothing
1254,87.91,34.64,17.28,clothing
1255,19.51,48.56,36.48,electronics
1256,47.67,7.46,26.45,clothing
1257,56.43,40.21,34.64,electronics
1258,70.41,45.03,36.47,medical
1259,99.59,48.81,6.66,clothing
1260,92.13,16.56,22.74,tools
1261,22.49,42.14,6.68,tools
1262,77.72,44.13,17.15,medical
1263,33.82,37.53,33.05,electronics
1264,19.44,10.21,6.13,tools
1265,77.43,30.99,11.41,clothing
1266,63.17,30.22,10.01,tools
1267,39.13,34.72,19.59,clothing
1268,85.38,23.97,26.33,food
1269,85.95,25.08,6.36,food
1270,26.5,21.02,38.78,electronics
1271,95.27,11.91,27.18,food
1272,76.99,4.24,37.16,medical
1273,87.38,25.01,13.67,medical
1274,89.32,21.95,31.27,clothing
1275,74.86,19.64,13.2,clothing
1276,94.22,29.02,21.91,tools
1277,54.46,23.13,33.25,tools
1278,88.39,13.04,21.98,tools
1279,57.98,26.29,25.6,tools
1280,23.04,22.54,35.49,electronics
1281,48.83,21.7,24.91,tools
1282,70.55,45.28,19.08,medical
1283,13.59,25.53,8.01,clothing
1284,94.1,35.11,6.28,medical
1285,35.73,2.22,18.69,food
1286,88.84,5.42,13.64,food
1287,73.25,7.05,5.45,medical
1288,65.24,5.18,28.58,clothing
1289,63.15,8.84,22.46,tools
1290,77.98,45.7,23.05,food
1291,20.4,8.09,31.0,tools
1292,44.86,16.17,30.98,medical
1293,32.43,9.85,36.04,food
1294,5.34,38.5,1.48,medical
1295,86.26,27.63,1.22,medical
1296,27.6,29.85,19.55,medical
1297,46.98,30.46,1.26,clothing
1298,31.42,31.8,32.98,food
1299,9.65,8.26,26.48,tools
1300,18.81,2.59,23.55,clothing
1301,33.35,46.1,2.91,medical
1302,99.4,8.91,12.09,clothing
1303,59.37,28.55,38.69,clothing
1304,39.22,2.76,30.97,electronics
1305,40.01,19.57,3.64,medical
1306,85.11,4.18,19.36,tools
1307,70.99,14.45,21.56,clothing
1308,24.94,11.24,3.27,clothing
1309,74.32,31.82,39.5,medical
1310,73.79,30.63,31.74,electronics
1311,45.57,42.54,11.13,clothing
1312,99.53,18.34,6.06,clothing
1313,52.16,36.73,20.41,food
1314,88.95,12.4,12.33,food
1315,5.15,2.18,25.39,tools
1316,75.06,11.16,25.0,medical
1317,44.33,17.36,22.86,food
1318,6.07,10.86,11.98,tools
1319,34.24,25.83,13.63,tools
1320,15.81,17.33,16.45,clothing
1321,63.52,2.43,7.85,electronics
1322,84.21,46.19,19.69,medical
1323,80.74,32.64,19.78,medical
1324,89.75,27.31,14.07,medical
1325,93.14,3.75,21.32,clothing
1326,73.87,16.46,21.9,food
1327,59.85,17.25,36.73,electronics
1328,11.29,8.32,33.79,electronics
1329,98.44,31.7,33.85,clothing
1330,62.54,10.18,5.56,electronics
1331,72.0,16.41,2.23,medical
1332,13.25,43.98,15.49,electronics
1333,25.53,15.81,5.38,tools
1334,78.89,45.75,18.31,tools
1335,80.91,45.34,7.01,electronics
1336,92.75,36.89,21.42,electronics
1337,18.61,43.72,33.06,clothing
1338,69.29,7.5,29.26,medical
1339,41.82,43.38,5.52,electronics
1340,93.57,34.67,24.18,tools
1341,36.66,44.57,5.02,electronics
1342,7.14,38.17,25.92,food
1343,35.48,10.43,11.79,electronics
1344,78.41,33.89,11.63,food
1345,31.0,1.75,25.29,clothing
1346,14.73,27.58,22.43,electronics
1347,18.45,35.51,12.05,food
1348,21.27,16.26,35.8,clothing
1349,47.15,7.37,19.36,tools
1350,15.06,3.64,17.63,food
1351,71.94,44.67,25.55,medical
1352,63.55,16.31,32.88,clothing
1353,12.46,46.22,30.81,clothing
1354,17.52,40.83,36.87,medical
1355,14.24,16.21,26.13,medical
1356,49.7,47.42,6.61,clothing
1357,29.52,18.81,8.15,electronics
1358,79.93,44.24,18.68,tools
1359,11.21,6.53,19.67,food
1360,31.81,18.08,23.41,clothing
1361,14.78,41.06,32.07,electronics
1362,57.83,4.48,12.78,medical
1363,43.08,21.26,25.21,clothing
1364,20.11,24.64,3.58,food
1365,82.32,29.96,31.59,medical
1366,58.89,17.77,28.07,food
1367,67.95,4.82,37.3,clothing
1368,84.49,6.6,24.25,electronics
1369,57.73,41.28,7.87,medical
1370,11.61,6.33,32.75,medical
1371,36.1,32.6,3.4,food
1372,82.62,44.48,36.23,tools
1373,76.92,33.38,18.67,electronics
1374,42.05,29.32,8.63,electronics
1375,33.47,39.92,27.5,medical
1376,73.19,45.84,39.62,clothing
1377,5.77,49.33,16.76,food
1378,85.99,4.06,36.14,tools
1379,5.08,28.44,39.17,tools
1380,86.82,43.42,10.17,clothing
1381,42.46,16.59,15.93,medical
1382,46.34,11.35,7.76,food
1383,22.88,19.85,37.05,medical
1384,19.66,49.88,27.13,food
1385,6.1,32.77,6.62,medical
1386,67.5,48.77,6.3,food
1387,66.01,21.38,18.79,clothing
1388,93.38,31.54,18.72,medical
1389,57.44,23.05,14.86,food
1390,45.35,1.36,20.43,food
1391,72.65,14.19,37.14,clothing
1392,39.86,48.93,23.16,electronics
1393,15.75,24.6,27.93,food
1394,74.37,26.79,34.51,electronics
1395,49.17,4.83,35.71,tools
1396,28.3,31.9,26.89,tools
1397,69.99,27.42,23.61,clothing
1398,10.01,17.83,31.36,medical
1399,48.13,45.4,23.38,electronics
1400,45.0,48.07,32.13,electronics
1401,20.91,35.06,24.31,electronics
1402,74.06,28.62,3.4,medical
1403,59.92,29.07,26.6,electronics
1404,81.85,31.59,12.19,tools
1405,17.05,4.77,31.57,electronics
1406,17.59,14.77,34.46,tools
1407,75.44,30.59,36.5,food
1408,67.62,19.12,7.84,food
1409,51.07,40.17,34.62,electronics
1410,98.49,48.4,24.23,food
1411,84.57,37.89,17.1,medical
1412,27.61,22.57,25.87,food
1413,59.89,42.25,3.12,electronics
1414,76.77,6.68,7.54,medical
1415,50.24,24.34,37.98,clothing
1416,27.2,34.49,16.21,electronics
1417,18.79,43.64,1.46,medical
1418,41.29,16.47,21.68,tools
1419,14.25,27.03,14.8,medical
1420,63.0,32.95,11.63,electronics
1421,30.37,5.82,26.52,medical
1422,48.81,34.09,10.43,clothing
1423,78.2,26.48,27.43,food
1424,34.76,1.52,1.33,tools
1425,6.14,5.79,5.05,medical
1426,38.39,36.54,10.82,tools
1427,7.25,5.51,37.6,food
1428,95.3,32.27,28.61,tools
1429,13.21,30.63,15.66,clothing
1430,81.3,10.05,5.32,food
1431,29.07,23.88,37.51,medical
1432,92.66,14.54,17.65,electronics
1433,29.45,39.26,11.81,tools
1434,41.37,17.3,3.34,electronics
1435,21.9,4.4,39.2,food
1436,62.98,9.74,20.19,food
1437,56.36,22.13,24.94,tools
1438,91.7,36.05,5.03,tools
1439,11.69,36.65,31.31,tools
1440,90.17,8.29,25.97,tools
1441,68.14,14.06,28.3,medical
1442,59.59,26.25,37.66,medical
1443,50.42,20.79,29.38,tools
1444,56.31,1.16,38.21,medical
1445,16.51,27.23,39.67,electronics
1446,69.77,20.63,25.66,tools
1447,39.71,42.81,14.26,medical
1448,77.24,15.21,8.92,clothing
1449,8.74,19.82,8.45,medical
1450,90.16,31.9,15.01,tools
1451,89.1,22.46,8.39,tools
1452,23.34,36.27,24.12,medical
1453,41.93,39.84,26.09,medical
1454,55.72,41.88,18.52,tools
1455,8.52,3.75,31.72,tools
1456,43.52,11.37,26.5,clothing
1457,48.55,34.23,35.1,food
1458,75.4,12.42,3.81,food
1459,51.44,1.93,36.38,clothing
1460,9.35,35.36,6.09,food
1461,65.1,45.33,33.01,tools
1462,48.34,9.36,24.05,tools
1463,15.85,30.15,25.01,tools
1464,81.42,21.88,32.65,medical
1465,35.8,48.82,23.46,food
1466,35.55,48.27,9.32,tools
1467,61.34,17.44,5.71,food
1468,76.97,9.23,15.43,food
1469,46.67,46.36,2.59,tools
1470,80.15,31.98,15.67,food
1471,6.48,24.86,1.25,food
1472,92.98,35.63,24.16,electronics
1473,44.54,40.56,31.13,food
